DISTRITO,CEP,LOGRADOURO
301,4301000,Avenida Miguel Estefno
303,4301001,Avenida Miguel Estefno
303,4301002,Avenida Miguel Estefno
301,4301004,PRAÇA WALDEMAR MARCHETTI
301,4301006,VIADUTO MINISTRO ALIOMAR BALEE
301,4301010,Avenida Miguel Estefno
301,4301010,Avenida Miguel Estefno
301,4301010,Avenida Miguel Estefno
301,4301010,Avenida Miguel Estefno
301,4301010,Avenida Miguel Estefno
301,4301010,Avenida Miguel Estefno
301,4301010,Avenida Miguel Estefno
301,4301011,Avenida Miguel Estefno
303,4301011,Avenida Miguel Estefno
301,4301011,Avenida Miguel Estefno
301,4301011,Avenida Miguel Estefno
301,4301011,Avenida Miguel Estefno
303,4301012,Avenida Miguel Estefno
303,4301030,ESTRADA DIVISOR DO PARQUE DO E
301,4302000,RUA APOTRIBU
301,4302010,RUA BIOBEDAS
301,4302020,RUA PARACATU
301,4302021,RUA PARACATU
301,4302022,RUA PARACATU
301,4302030,RUA BENTO ARANHA
301,4302040,RUA DOUTOR JOSÉ OSÓRIO DE OLIV
301,4302050,RUA IBITURUNA
301,4302051,RUA IBITURUNA
301,4302052,RUA IBITURUNA
301,4302060,RUA DAMASCENO VIEIRA FERNANDES
301,4302070,RUA PASQUALE TOTARO
301,4302080,RUA ANTÔNIO CALIXTO ABRÃO
301,4302090,RUA EDUARDO LOBO
301,4302100,RUA MANOEL PINTO MADUREIRA
301,4302110,RUA DEGROUX
301,4302120,RUA ALCATRAZ
302,4303000,Rua Aprígio Gonzaga
301,4303001,Rua Aprígio Gonzaga
301,4303010,RUA IRINEU REIS
301,4303020,RUA JORGE MASSARA FAGUNDES
301,4303030,TRAVESSA IRINEU REIS
302,4303040,RUA MARIA FAGNANI
301,4303050,TRAVESSA DEOCLECIANO FONSECA
301,4303060,RUA JUVÊNCIO GASPAR DA SILVA
301,4303070,RUA MUNHOZ DA ROCHA NETO
302,4303080,RUA MÁRIO AUGUSTO FERRÃO
302,4303090,RUA JOSÉ GOMES DA SILVA
302,4303100,RUA MARIA FARAH ISSA
302,4303110,RUA JUPAGUÁ
302,4303130,RUA TENENTE JOÃO PEREIRA DE AN
302,4303140,RUA DONA MARIA PERA
302,4303150,RUA AGHA RIZÃ
302,4303160,RUA DOMINGADA
302,4303170,RUA PANAMERICANA
302,4303180,RUA DOURO
302,4303190,RUA DOUTOR MAURÍCIO DE LACERDA
302,4303200,RUA DONA AUGUSTA GORGUEIRA
301,4303210,RUA GIRAU DO PONCIANO
302,4303220,RUA GUSTAVO NARKEVITZ
301,4303230,RUA DOM VIÇOSO
301,4303240,RUA DAMOPHON
302,4303250,RUA PALERMO
302,4303260,RUA JEAN ARP
302,4303270,RUA PALMIRA PALERMO
302,4304001,Avenida Fagundes Filho
302,4304020,RUA GUILHOBEL
302,4304030,RUA BERTO CONDE
302,4304050,RUA FRANCISCO MESQUITA
302,4304060,RUA SEBASTIÃO GUIMARÃES CORREA
302,4304070,RUA BRÁS SANGIOVANNI
302,4304080,RUA AMÂNCIO DE ANDRADE
302,4304090,RUA TERRITÓRIO DO AMAPÁ
302,4304110,RUA MAJOR FREIRE
302,4304111,RUA MAJOR FREIRE
302,4304120,RUA MASSARANDUBA
302,4305000,RUA DOS DEMOCRATAS
302,4305020,RUA ISAURA FREIRE
303,4305050,RUA GALEAZZO ALESSI
303,4305060,RUA AZEVEDO RIBEIRO
303,4305070,RUA PRUDENTE DE MORAES NETO
303,4306020,RUA SOARES DE AVELLAR
303,4306050,RUA EMÍLIA SORRENTINO
303,4306070,RUA JÚLIO CÉSAR ROCCA
303,4306090,RUA ABRAÃO MIGUEL DO CARMO
303,4307000,RUA CARLOS VILLALVA
303,4307010,RUA CAVIANA
303,4307030,RUA MIGUEL HERNANDEZ
303,4307040,RUA JORNALISTA CLÁUDIO ABRAMO
303,4307050,PRAÇA WHITAKER PENTEADO
303,4307060,RUA BRASÓPOLIS
303,4307065,RUA HERCÍLIO PEREIRA
303,4307070,RUA ARAPUÃ
303,4307080,VIADUTO ARAPUÃ
303,4307090,PRAÇA MOYSÉS KUHLMANN
303,4307100,RUA PROFESSOR SOUSA BARROS
303,4307110,RUA BENTO DE LEMOS
303,4307120,PRAÇA PADRE GREGÓRIO WESTRUPP
303,4308000,AVENIDA ENGENHEIRO ARMANDO DE
303,4308001,AVENIDA ENGENHEIRO ARMANDO DE
303,4308010,RUA HÉLIO LOURENÇO CAGNO
303,4308020,PRAÇA PADRE JOSÉ CONCEIÇÃO MEI
303,4309010,AVENIDA ENGENHEIRO ARMANDO DE
303,4309011,AVENIDA ENGENHEIRO ARMANDO DE
307,4320000,RUA GENERAL MANUEL VARGAS
307,4320010,PRAÇA JOSE LUZ
307,4320020,PRAÇA DÁCIO PIRES CORREIA
307,4320030,RUA DOS COMERCIÁRIOS
307,4320040,RUA ANITA COSTA
307,4320050,RUA TUPARAÍ
307,4320060,RUA SÃO BORJA
307,4320065,TRAVESSA TANQUE NOVO
307,4320070,RUA IBICUI -MIRIM
307,4320090,RUA JOÃO DE CASTRO REBELO
307,4320100,RUA FRANCISCO DUARTE GRAÇA
307,4320110,RUA ITAIARA
307,4320120,RUA ITAGUARA
307,4320140,RUA CORNÉLIO PIRES
307,4320150,RUA DOUTOR HEITOR RODRIGUES DE
307,4320155,TRAVESSA REVERENDO AUGUSTO PAE
306,4321000,RUA DOS BURITIS
306,4321001,RUA DOS BURITIS
306,4321002,RUA DOS BURITIS
306,4321020,RUA NADRA RAFFOUL MOKODSI
306,4321040,ALAMEDA IBIRACEMAS
306,4321070,RUA DAS SERINGUEIRAS
306,4321080,RUA GUACURIS
306,4321090,AVENIDA DOS JEQUITIBÁS
306,4321100,RUA CASSUARINAS
306,4321110,RUA DOS CAJUEIROS
306,4321120,RUA DAS PEROBAS
306,4321130,RUA FARJALLA KORAICHO
306,4321140,Rua dos Capinãs
306,4321150,RUA DAS BICUÍBAS
306,4321160,RUA DAS PITOMBEIRAS
306,4321170,RUA PINHEIRINHO
308,4323000,RUA OITEIRO
308,4323010,RUA CORONEL LUÍS DE FARIA E SO
307,4323020,RUA JOÃO TURRIANO
308,4323030,TRAVESSA ALBINO DOS SANTOS
308,4323040,RUA DOUTOR VALTER PINTO
308,4323050,RUA CAPITÃO VALDIR ALVES DE SI
308,4323060,RUA SANTA RITA DOESTE
308,4323070,RUA DAS ROLINHAS
308,4323080,RUA DOS PICA - PAUS
308,4323090,RUA PORCELANA
308,4323100,TRAVESSA DA CANTATA MATINAL
308,4323110,RUA MARIE GABI
308,4323120,RUA DAS JÓIAS
308,4323130,TRAVESSA ADÉLIA ROSA DA SILVA
308,4323140,TRAVESSA DA CANTATA VESPERAL
308,4323150,RUA LAGOA DOS SALGUEIROS
308,4323155,TRAVESSA CONTRALTOS
308,4323160,RUA ARNALDO AUGUSTO DE SÁ
308,4323170,RUA NICOLINO MILANO
308,4323180,RUA DO CÉU
308,4323190,RUA ESMERALDA
308,4323215,RUA RUBI
308,4323220,RUA DOS BEIJA - FLOR
308,4323230,RUA AUSTRÁLIA
308,4323240,RUA DAS CRUZADAS
307,4324000,RUA JOSÉ DE ALCÂNTARA
307,4324010,TRAVESSA FONTE PERENE
307,4324040,RUA GENI
307,4324050,RUA JOSÉ VERÍSSIMO DA COSTA PE
307,4324060,RUA OITO DE NOVEMBRO
307,4324070,RUA CATERINO CAVOS
307,4324080,TRAVESSA NICANOR MAURÍCIO
307,4324090,AVENIDA BARRO BRANCO
307,4324100,RUA KABLAN KRONFLY
307,4324110,RUA DAS PÉROLAS
308,4324120,RUA EURÍPEDES
308,4324130,RUA BENEDITA DA FONSECA FONTES
308,4324140,RUA EUGÊNIA
308,4324150,TRAVESSA MARCOS SEGUIN
308,4324160,RUA LUIZ CARLOS FACHINI
308,4324170,RUA HENRIQUE DA SILVA FONTES
308,4324180,RUA EUTERPE
308,4324190,RUA ASTROLÁBIO
308,4324200,RUA EULÓGIO
308,4324220,RUA MARIA VITÓRIA DE CASTRO
308,4324230,PRAÇA CAIO EGYDIO DE SOUZA ARA
308,4324240,RUA EUDORA
308,4325000,AVENIDA ENGENHEIRO ARMANDO DE
308,4325001,AVENIDA ENGENHEIRO ARMANDO DE
308,4325005,TRAVESSA FLEXEIRAS
307,4326000,PRAÇA DOUTOR AÉCIO MENNUCCI
307,4326010,RUA AZOR SILVA
307,4326020,TRAVESSA PEREIRA BRAGANÇA
307,4326030,RUA PADRE RODOLFO KOMOREK
307,4326040,RUA ÁVILA
307,4326050,RUA MARECHAL JOÃO BATISTA MATO
307,4326060,RUA FACHINI
307,4326070,RUA TARCÍLIA
307,4326080,AVENIDA EUCLIDES
307,4326090,RUA BELARMINO BARRETO
307,4326100,TRAVESSA ANILEIRA
307,4326110,RUA PROFESSORA MARIA PACHECO N
307,4326120,RUA GODOFREDO BRAGA
307,4326130,AVENIDA EULÁLIA
307,4326140,RUA BRAGA
307,4326150,RUA JOÃO BATISTA DOS SANTOS
307,4326160,TRAVESSA EULÁLIA
307,4326170,PASSAGEM GODOFREDO BRAGA
307,4327000,RUA EUBELO
307,4327010,RUA XAVIER PAES
307,4327020,RUA PROFESSOR ARAÚJO MACIEL
307,4327040,RUA MANUEL LAVRADOS
307,4327050,RUA DELMIRA AGUSTINI
307,4327055,TRAVESSA LUIZ CARLOS KAKIUTHI
307,4327060,Travessa Carneiro Braga
307,4327070,RUA LUÍS PALES MATOS
307,4327080,RUA QUEIRÓS RIBEIRO
307,4327110,RUA JOSÉ AUGUSTO FRANÇA
307,4327120,RUA GAZETA
307,4327130,RUA BALDOMERO LILLO
307,4327140,RUA FOLHA DA MANHÃ
307,4327150,RUA ANTOFAGASTA
307,4327160,RUA DIÁRIO DE NOTÍCIAS
307,4327175,RUA FILIPA MONIZ PERESTRELLO
307,4327180,RUA DOUTOR RENÉ FERNANDES
307,4328000,RUA JOÃO BATISTA
307,4328010,RUA MARCELO PASCHOAL
307,4328020,RUA FILINTO ELÍSEO
307,4328030,RUA DÉBORAH PASCOAL
307,4328040,RUA ULISSES PASCHOAL
307,4328050,RUA LUÍS AUGUSTO PASCHOAL
307,4328055,TRAVESSA DOS COLONOS
307,4328060,RUA WILSON KAWANAMI
307,4328080,TRAVESSA SONETO DA PAZ
307,4328090,RUA FREI ANTÔNIO BRANDÃO
307,4329000,RODOVIA DOS IMIGRANTES
307,4329100,RODOVIA DOS IMIGRANTES
306,4330000,RUA DAS CORRUIRAS
306,4330010,RUA DAS GUASSATUNGAS
306,4330020,AVENIDA FRANCISCO DE PAULA QUI
306,4330030,PRAÇA ENGENHEIRO HAIM VAIDERGO
306,4330040,AVENIDA GENERAL DALTRO FILHO
306,4330041,VIA DE PEDESTRE BERGONZI
306,4330042,VIA DE PEDESTRE MAINE
306,4330043,VIA DE PEDESTRE RETRAMA
306,4330045,RUA OURO PRETO
306,4330050,RUA DOS CISNES
306,4330060,RUA CRUZ DAS ALMAS
306,4330070,RUA DOS MARAPÉS
306,4330080,RUA BENTO COELHO DA SILVEIRA
306,4330085,TRAVESSA MARIA AUGUSTA JULIÃO
314,4330090,RUA GUIAN
306,4330100,RUA ROSÁLIA DE CASTRO
314,4330110,RUA MENDES NUNES
314,4330120,TRAVESSA DOUTOR JOSÉ DE QUADRO
314,4330130,PRAÇA ISAAC OLIVER
314,4330140,RUA NASCIMENTO SILVA
314,4330150,TRAVESSA KHALIL JOSEPH SAHD
314,4330160,TRAVESSA JUAN RYBA
314,4330170,AVENIDA JOÃO MARIA DE ALMEIDA
314,4330175,TRAVESSA IMACULADA SANCTIS PRA
306,4331000,RUA CAMILO CARRERA
306,4331010,TRAVESSA LOURENÇO TABORDA
306,4331020,RUA BRASILINA FONSECA
306,4331030,RUA AFONSO XIII
306,4331040,TRAVESSA LAZURITA
306,4331050,TRAVESSA BRASILINA FONSECA
306,4331060,RUA RAINHA VITÓRIA EUGÊNIA
306,4331070,RUA FRANCISCO SCARDAPANE
314,4331080,RUA JOSÉ HENRIQUE SANTA RITA
306,4331090,RUA ENRIQUE BLANCO VIDAL
314,4331100,RUA PRÍNCIPE DAS ASTÚRIAS
314,4331105,RUA FERNANDES BLANCO
314,4331110,RUA FERNANDEZ BLANCO
306,4332000,TRAVESSA CARLOS CHAVEZ
306,4332010,RUA SENEGAL
314,4332020,RUA FRANCISCO HOMEM
314,4332030,RUA JOSÉ FERNANDEZ LABOURDETTE
314,4332040,TRAVESSA CARDEAL SALVIATI
306,4332050,AVENIDA JOSÉ ESTEVÃO DE MAGALH
306,4332060,TRAVESSA HÉLIO JOSÉ PIRES OLIV
314,4332070,RUA GIUSEPPE VERDI
306,4332075,RUA SUZANNA WHITAKER DALMASO
314,4332080,RUA ARTUR NUNES DA SILVA
314,4332090,RUA PINHEIRO FERREIRA
306,4332100,RUA LUÍSA ÁLVARES
314,4332110,AVENIDA BENIGNO CARRERA
314,4332120,RUA ESMERALDA MONTEIRO
306,4332130,RUA DOUTOR OTTO STEPHAN
314,4333000,RUA FRANCESCO SOLIMENA
314,4333010,RUA ROSA MÍSTICA
314,4333020,RUA AMSTERDAM
314,4333030,RUA ANDRÉ LANG
307,4334000,RUA NATALINO AMARO TEIXEIRA
307,4334005,RUA JOSÉ BONIFÁCIO
307,4334010,RUA AGAPITO JOSÉ DA SILVA
307,4334020,TRAVESSA SÃO SIMÃO
308,4334030,RUA ANDERSON MESSIAS COSTA
308,4334040,AVENIDA MUZAMBINHO
308,4334050,RUA COROA IMPERIAL
308,4334060,RUA DEPUTADO FERNANDO MAURO
308,4334070,RUA CHARLES HOYT
308,4334080,RUA ALBERTO HERTZER
308,4334090,RUA OSMAR TOTARO
308,4334100,RUA ONOFRE SILVEIRA
308,4334110,TRAVESSA AUGUSTO FELICE
308,4334120,TRAVESSA BENTO VIANA
308,4334130,TRAVESSA FIDÉLIS MARZAGÃO
308,4334140,TRAVESSA DA CIÊNCIA
308,4334150,RUA HILDEBRANDO SIQUEIRA
308,4334160,RUA MARCELINO ANTÔNIO DUTRA
308,4334170,TRAVESSA LÁZARO RICARDO
308,4334180,TRAVESSA BIERREMBACK
308,4334200,TRAVESSA SYLVIO LISBOA DE REZE
315,4335000,RUA LENO
315,4335010,RUA DOIS DE NOVEMBRO
315,4335020,RUA VELHO MUNDO
315,4335025,RUA POIARES
315,4335030,RUA ROSENTINO DE SOUSA
315,4335040,RUA WALDIR MALUF
308,4335050,RUA CINCO DE OUTUBRO
308,4335060,RUA VALDEMAR PEDROSO
308,4335070,RUA ANACONDA
308,4335080,RUA JOSÉ MENINO
308,4335090,RUA CHEDID PEDRO
308,4335100,RUA ADELAIDE AUGUSTA CÂMARA
308,4335110,RUA ÔMEGA
308,4335120,RUA QUINTA DO REGALO
308,4335130,RUA DELTA
308,4335140,RUA SINHAZINHA
308,4335150,TRAVESSA DIVISÓRIA
314,4336000,RUA SEPINS
315,4336010,RUA DOUTOR DEODORO DE CAMPOS
315,4336020,RUA DOUTOR MÁRIO DE CAMPOS
315,4336030,RUA JOSÉ GASPAR
315,4336040,TRAVESSA ANDRÉ MORELLET
315,4336050,RUA CIDADE DE SANTOS
315,4336051,VIA DE PEDESTRE FAGULHA
315,4336060,TRAVESSA JOSÉ JOAQUIM DOS SANT
315,4336070,RUA AFRÂNIO DA SILVA PORTO
315,4336080,RUA TREZE DE JANEIRO
315,4336100,RUA ISABELA GONZAGA
315,4336110,RUA BALCANS
315,4336120,RUA GEORG EBERS
315,4336130,RUA PALMEIRA ALTA
315,4336140,TRAVESSA DOS DESAFIOS
315,4336150,RUA ROMANA DE OLIVEIRA SALES C
315,4336160,RUA DOUTOR ALCIDES DE CAMPOS
315,4336165,RUA FORMOSA DO RIO PRETO
315,4336175,RUA FORTALEZA DOS NOGUEIRAS
315,4337000,RUA TUPIRITAMA
315,4337010,TRAVESSA ARRAIAS
315,4337020,RUA CAPITÃO BRASÍLIO CARNEIRO
315,4337030,RUA CARLOS AUGUSTO DA COSTA
315,4337040,TRAVESSA ABE FORTES
315,4337050,RUA ANTÔNIO DA SILVA PORTO
315,4337060,TRAVESSA EMÍLIO DA SILVA LAGE
315,4337075,TRAVESSA MAIOBÁ
315,4337080,RUA AVELAR E SILVA
315,4337090,RUA JORGE RUBENS NEIVA DE CAMA
315,4337095,TRAVESSA PHILOMENO ANTONIO CON
315,4337100,RUA ANDRÉ FALCÃO DE RESENDE
315,4337110,TRAVESSA CLORINDA
315,4337120,RUA MELO NUNES
315,4337130,RUA GALIANO
315,4337140,RUA SEBASTIÃO SISSON
315,4337150,RUA MANUEL MELO FREIRE
315,4337160,RUA MARCO PALMEZZANO
315,4337170,RUA ALFREDO BRAGA
315,4337180,RUA JUVENAL LINO DE MATTOS
315,4337185,RUA COMENDADOR ÍTALO FRANCESCH
315,4337190,RUA HERMANO DA SILVA
315,4337210,RUA DOMINGOS GARCIA
315,4337220,RUA ESTEVÃO GOMES CABRAL
315,4338000,RUA ÁLVARES FAGUNDES
315,4338010,TRAVESSA TRABALHOS DA TERRA
315,4338020,RUA FLORENTINO BLANCO
315,4338030,TRAVESSA BERNARDINO DE CAMPOS
315,4338050,RUA JOÃO DE CASTILHO
315,4338060,RUA FOZ DO CANEIRO
315,4338070,RUA BERIMBAU
315,4338080,RUA DAS PAVANAS
315,4338090,RUA JACINTO PAES
315,4338100,RUA LIMBURGO
315,4338110,RUA PADRE JOÃO REBELO
315,4338120,RUA ARQUITETO FELIPE JOAQUIM J
315,4338130,RUA LUÍS DE MONTALVOR
315,4338140,RUA DERVILLE ALEGRETTI
315,4338150,RUA BAHIA
315,4338160,RUA VALE DA NOGUEIRA
315,4338170,RUA VILAR FORMOSO
315,4338180,RUA ALFREDO RENALDIN
315,4338190,RUA CÂNDIDO GUERREIRO
315,4340000,RUA LÉLIO ORSI
315,4340010,RUA GONDELIM
315,4340015,RUA FRONTEIRA
315,4340020,RUA SÃO PEDRO DO SUL
315,4340025,TRAVESSA FLUORITA
315,4340028,PASSAGEM JAÚ
315,4340030,RUA NOVO MÉXICO
315,4340035,TRAVESSA FORTALEZA DOS VALOS
315,4340040,RUA HUGO VÍTOR SILVA
315,4340060,RUA SIMÃO RODRIGUES
315,4340065,RUA WALDO ROLIM DE MORAES
315,4340068,RUA FELIPE DOLIVEIRA
315,4340070,RUA CAETANO GORNATI
315,4340090,RUA DAS VITÁCEAS
315,4340100,RUA VIDUAL
315,4340110,RUA SARDEIRA
315,4340120,VIELA NONA
315,4340130,RUA JOSÉ VILAS BOAS
304,4342000,AVENIDA PEDRO BUENO
304,4342001,AVENIDA PEDRO BUENO
304,4342010,AVENIDA PEDRO BUENO
304,4342011,AVENIDA PEDRO BUENO
304,4342020,PRAÇA OLGA SIMON POYARES
304,4342030,RUA PERDIGÃO NOGUEIRA
304,4342040,RUA CORONEL JOÃO GABI
304,4342050,RUA MINISTRO RODRIGO OTÁVIO
304,4342060,RUA APRÍGIO REGO LOPES
304,4342070,RUA ALMIRANTE SOUSA BRAGA
304,4342080,RUA CORREIA DE ALMEIDA
304,4342090,RUA FRANK GARCIA
304,4342100,RUA SIMÕES MAGRO
304,4342110,RUA JORGE FALEIROS
304,4342120,RUA MARECHAL CAETANO DE FARIA
304,4342130,PRAÇA MASAHARU TANIGUCHI
306,4342140,RUA ANA CRISTINA
304,4343000,RUA ALBERTO LEAL
304,4343010,RUA DONA BADER GEBARA
304,4343020,RUA BARROS BROTERO
304,4343030,PRAÇA HACHIRO MIYAZAKI
304,4343040,RUA MINA DE OURO
304,4343050,RUA MENNUCCI
304,4343060,RUA JOÃO SALEM
304,4343070,RUA ALFREDO RULLO RIZZOTTI
305,4343080,RUA CARNAUBEIRAS
305,4343090,RUA MONSENHOR BASÍLIO PEREIRA
305,4343100,RUA SOARES DE FARIA
305,4343110,RUA GOVERNADOR JORGE LACERDA
305,4343120,RUA FREIRE FARTO
305,4343130,RUA DESEMBARGADOR ALÍPIO BASTO
305,4343140,RUA MARQUES PERDIGÃO
304,4344000,RUA MÁRCIO FALCÃO
305,4344010,AVENIDA DOUTOR LUÍS ROCHA MIRA
305,4344020,RUA VOLKSWAGEN
305,4344030,PRAÇA ALFREDO EGYDIO DE SOUZA
305,4344050,RUA DOS CURUPIÁS
305,4344060,RUA TORRE DOS MOUROS
305,4344070,AVENIDA GENERAL VALDOMIRO DE L
305,4344080,RUA BRITO ALVARENGA
305,4344090,RUA DAS AROEIRAS
305,4344095,TRAVESSA FLORÊNCIO CARPI
305,4344100,TRAVESSA DOS PIGMEUS
305,4344120,TRAVESSA SOFIA FUOCO
306,4345000,AVENIDA ENGENHEIRO GEORGE CORB
306,4345001,AVENIDA ENGENHEIRO GEORGE CORB
305,4345005,PRAÇA PROFESSOR SHIGUEMI MURAK
305,4345010,RUA SARGENTO ANTENOR TEIXEIRA
305,4345020,RUA TENENTE UBIRAJARA MONORY
305,4345030,RUA TENENTE MAURO DE MIRANDA
305,4345040,RUA SARGENTO TOMÁS DE MEDEIROS
310,4346000,RUA ALBA
310,4346010,RUA MURUTINGA
310,4346023,RUA EUSTÁQUIO DA COSTA
310,4346025,VIA CORAPANAÚBAS
310,4346030,TRAVESSA DOS ITAUBAS
310,4346040,RUA TAQUARUÇU
310,4346050,PRAÇA NICOLAU WEBER
310,4346060,RUA DAS TAMBAÍBAS
310,4346070,RUA DOS CAMBUÍS
310,4346080,RUA TURUMÃS
310,4346090,RUA DAS OITICICAS
310,4346095,RUA CORAPANAUBAS
310,4346100,RUA DAS SUMAÚMAS
310,4347000,RUA ANTÔNIO MADI
310,4347010,RUA RAIZ DA SERRA
310,4347020,PRAÇA COMENDADOR ANTÔNIO SANCH
310,4347030,RUA OÁSIS
310,4347040,RUA SANTA PATRÍCIA
310,4347050,RUA JANDIROBA
310,4347060,RUA ANTÔNIO DE AGUIAR
310,4347070,RUA ITAMBACURI
310,4347080,RUA VIEIRA PORTUENSE
310,4347090,RUA PEDRO ANDRÉ
310,4347100,TRAVESSA LUÍSA LANY
310,4347110,RUA APACÊ
310,4347120,RUA LEDUGÉRIO DE FREITAS BARBO
310,4347130,RUA MATUIM
310,4347140,RUA ARACIRANA
310,4347150,RUA TIMBORÉ
310,4347160,RUA SETE QUEDAS
310,4347170,RUA COCAIS
310,4347180,RUA JOSÉ MARIANO FILHO
310,4347190,RUA ASTOR MUNIZ DE SOUZA
310,4348000,RUA PROFESSOR CARLOS RIZZINI
310,4348010,RUA ALEXANDRE DALESSANDRO
310,4348020,RUA DOUTOR VITOR EUGÊNIO DO SA
310,4348030,RUA EDGAR AMORIM AMARAL
310,4348040,RUA LUÍS ORSINI DE CASTRO
310,4348050,RUA JOSÉ TELES DE MATOS
310,4348060,RUA JÚLIA GACHIDO
310,4348070,RUA JURUPARI
310,4348080,RUA ANTÔNIO OLINTO
310,4348090,RUA PEDRO BADRA
310,4348100,RUA JOAQUIM FERNANDO PAES DE B
310,4348110,RUA MONTE AVENTINO
310,4348120,RUA CABURÉ
310,4348130,RUA IPIOCA
310,4348140,RUA BARRÂNIA
310,4348150,RUA PROFESSORA JOSSIE MARTINS
310,4348160,RUA POENTES DE INVERNO
310,4348170,RUA AJURITIBA
309,4349000,RUA DAS GRUMIXAMAS
309,4349010,RUA DOS JATOBÁS
309,4349020,RUA DAS CANJERANAS
309,4349030,RUA DAS NHANDIROBAS
309,4349040,PRAÇA SOICHI MABE
309,4349050,RUA MAESTRO HECKEL TAVARES
