DISTRITO,CEP,LOGRADOURO
309,4349060,RUA ORIENTAL
309,4349070,RUA JOSÉ FERREIRA DA CUNHA
309,4349080,RUA DOMINGOS TERRAS
309,4349090,RUA CARMINE DI GÊNIO
309,4349100,RUA TENENTE ALCIDES MACHADO
309,4349110,RUA DAS ANINGAS
309,4349120,RUA FÚLVIO MENOCCHI
309,4349130,RUA GIUSEPPE MOSCATTI
309,4349140,RUA AZELIO CAPOBIANCO
309,4349150,RUA JOSÉ DE SAMPAIO LEITE
309,4349160,RUA GERALDO SALINI ROMEO
309,4349170,RUA TEODORICO DE ALMEIDA BESSA
309,4349180,RUA MÁRIO RIBEIRO PINTO
309,4349190,RUA PARNAÍBA PAOLIELLO
309,4349200,RUA JOSÉ SÁLVIO DIAS
309,4349210,RUA TAQUACETUBA
309,4349220,RUA SIZENANDO ANTÔNIO DOS SANT
309,4349230,PC ACCACIO RAMOS
309,4349240,RUA ALEXANDRE MARTINS RODRIGUE
309,4349250,RUA HENRIQUE MINDLIN
309,4349260,RUA SAMUEL GACHE
309,4349270,TRAVESSA FORTE DAS MERCÊS
309,4350000,RUA TACIBA
309,4350010,RUA ALMAQUIO DINIS
309,4350015,R ALBA
309,4350020,RUA TEJUPÁ
309,4350030,RUA IBOTI
309,4350040,RUA FLÂMULAS
309,4350050,RUA BENJAMIM LIMA
309,4351000,RUA DAOUD HABIB GEBARA
309,4351010,RUA VITORIANA
309,4351030,RUA TAQUARITUBA
309,4351040,RUA JOÃO ANTÔNIO SOBRINHO
309,4351050,RUA IPAOBI
309,4351060,RUA CORREIA JÚNIOR
309,4351070,RUA ARTEMIS
309,4351080,RUA RUBENS MATTAR
309,4351090,RUA ARMANDO ESTEVES SEVILHA
309,4351100,RUA BENEDITO FERREIRA
309,4351110,RUA ISMAEL ROMERO GONZALEZ
309,4351120,RUA JOSÉ MARUN ATALLA
309,4351130,RUA SÍLVIO MORSOLETTO
304,4355001,AVENIDA JOÃO PEDRO CARDOSO
304,4355010,RUA TOBIAS MONTEIRO
304,4355020,RUA EMBAIXADOR COELHO DE ALMEI
304,4355030,RUA CONDE DE LA HURE
304,4355040,RUA GENERAL PANTALEÃO TELES
304,4355050,RUA PADRE GUALANDI
304,4355060,RUA STEFAN ZWEIG
304,4355070,RUA BRIGADEIRO GAMA BARCELOS
304,4355080,RUA GEORGINA DE ALBUQUERQUE
304,4355090,RUA EDUARDO DE MAGALHÃES
304,4355100,RUA HIDEO SUGUIYAMA
304,4356000,RUA DANIEL KIDDER
304,4356010,RUA RIBEIROLES
304,4356020,RUA MYRON CLARK
304,4356030,RUA JOÃO DE LERY
304,4356040,RUA PROFESSOR FILINTO GUERRA
304,4356050,RUA GENERAL DANTAS BARRETO
304,4356070,RUA BENJAMIM HUNNICUTT
304,4356080,RUA NICOLAU ZARVOS
304,4356090,RUA OTTO BLUMENAU
304,4356100,RUA SIMÕES PINTO
304,4356110,RUA RUGENDAS
304,4357000,RUA DOUTOR MÁRIO MOURÃO
304,4357010,RUA UGO TADDEI
304,4357020,RUA ÂNGELO MENDES DE ALMEIDA
304,4357030,RUA MÁRIO FAUSTINO
304,4357040,RUA CÔNSUL SILVA NEVES
304,4357050,RUA PADRE VICENTE HECKEL
304,4357060,RUA HAROLDO PARANHOS
304,4357070,RUA CORONEL TOBIAS COELHO
304,4357080,RUA MONSENHOR ANTÔNIO PEPE
304,4357090,RUA DOM OTÁVIO DE MIRANDA
304,4357100,RUA ALMEIDA FERRAZ
304,4357110,RUA CORNÉLIO SCHIMIDT
305,4358010,RUA CARLOS FRANCISCO DE PAULA
305,4358015,AVENIDA JUSUE DE CASTRO
305,4358020,RUA MINISTRO GUIMARÃES NATAL
305,4358030,RUA MONSENHOR NALINE
305,4358040,RUA CHARLES MURRAY
305,4358050,RUA LUCIANO CARNEIRO
305,4358070,RUA PADRE ARNALDO PEREIRA
305,4358075,PRAÇA JOUBERT DE CARVALHO
305,4358080,RUA ANGÉLICA DE JESUS
305,4358090,RUA ORLANDO MURGEL
305,4358100,RUA DOM CÂNDIDO PENSO
305,4358110,RUA CLÁUDIO MENDONÇA
305,4358120,RUA BONIFÁCIO DE ABREU
305,4358130,RUA PADRE ABREU E LIMA
305,4358140,RUA GUILHERME REHDER
305,4359000,AVENIDA HÉLIO LOBO
305,4359005,AVENIDA JOSUÉ DE CASTRO
305,4359010,PRAÇA DR SAID ABU-JAMRA
305,4359020,RUA WILSON PEREIRA DE ALMEIDA
305,4359030,RUA GUARUMA
305,4359040,RUA JOAQUIM DA ROSA
305,4359050,RUA GUEDES GALVÃO
305,4359060,RUA CONDE ERNESTO CARNEIRO
305,4359070,RUA MADRE ANGELINA
305,4359080,RUA CORINTO DE TOLEDO
305,4359090,RUA LAÉRCIO NEVES
305,4359100,RUA ACÁCIO VASCONCELOS
311,4360000,AVENIDA DOUTOR LINO DE MORAES
311,4360001,AVENIDA DOUTOR LINO DE MORAES
311,4360020,RUA CIRIDIÃO DURVAL
311,4360030,RUA MANUEL CHEREM
311,4360040,AVENIDA TÚLIO TEODORO DE CAMPO
311,4360050,RUA PRAIA DO CEREJO
311,4360060,RUA FLORES DO CAMPO
311,4360065,RUA DA BANDEIRA
311,4361000,RUA JORGE DUPRAT FIGUEIREDO
312,4361001,TRAVESSA DOM GIL SANCHES
311,4361010,RUA JANDI
312,4361015,VIA DE PEDESTRE IRAPUÁ
311,4361020,RUA JARDIM EMÍLIO
312,4361030,RUA TRINDADE
311,4361040,RUA TITO LÍVIO
311,4361050,RUA DURVAL FONTOURA CASTRO
311,4361060,RUA DORNAS FILHO
311,4361070,RUA CANARIM JÚNIOR
311,4361075,PASSAGEM ONDINA ALVES DE OLIVE
312,4361080,PRAÇA CRUZ DA ROSA
311,4361090,RUA GASTÃO DA CUNHA
311,4361100,RUA JOÃO DA MATTA SARAIVA
311,4361110,RUA PROFESSOR JIGORO KANO
311,4361120,RUA DOS PAULISTANOS
311,4361130,RUA DAS TÂMARAS
311,4362000,RUA RODES
311,4362010,RUA NILO GUERRA
311,4362020,RUA PRAIA DO CASTELO
311,4362025,RUA SÃO VICENTE
311,4362030,RUA PALESTINA
311,4362040,RUA JOSÉ FELICIANO
311,4362050,RUA DERVAL
311,4362060,RUA ENGENHEIRO JORGE OLIVA
311,4362070,RUA ITACURUBÁ
311,4362080,RUA FERNANDES REIS
312,4363000,AVENIDA MASCOTE
311,4363001,AVENIDA MASCOTE
312,4363010,RUA LAMELAS
312,4363020,RUA LITÂNIAS
312,4363030,RUA LANNES
311,4363040,AVENIDA DAMASCENO VIEIRA
312,4363040,AVENIDA DAMASCENO VIEIRA
312,4363050,RUA ARAQUÉM
312,4363060,RUA ARAPÁ
312,4363070,RUA SANTA
312,4363080,RUA JOVINA
312,4363090,RUA VIÇOSA DO CEARÁ
312,4363100,RUA TIANGUA
313,4364000,RUA DOS CAFEZAIS
313,4364010,RUA ABATIRA
313,4364020,RUA MARAÍPE
313,4364030,RUA DAS FLECHAS
313,4365000,Avenida Cupecê
313,4365001,Avenida Cupecê
313,4366000,Avenida Cupecê
313,4366001,Avenida Cupecê
313,4366900,Avenida Cupecê
313,4366901,Avenida Cupecê
313,4366972,Avenida Cupecê
312,4367000,RUA CARLO CARRA
314,4367000,RUA CARLO CARRA
312,4367010,RUA LATIF FAKHOURI
312,4367020,TRAVESSA CONSTELAÇÃO DO CRUZEI
312,4367030,RUA ITACURUÇÁ
312,4367050,RUA NAZARÉ REZEK FARAH
312,4367055,TRAVESSA CONDE BERTOLI
312,4367060,RUA CABIÚNA
312,4367065,AVENIDA MUNICIPAL
312,4367070,RUA SALVADOR IACONA
312,4367080,RUA JOÃO PEDREIRA DUPRAT
312,4367090,RUA MADRE EMILIE DE VILLENEUVE
312,4367110,RUA JOSÉ MORENO
312,4367120,PRAÇA ROSA DE AMOR
312,4368003,RUA DOUTOR DJALMA PINHEIRO FRA
313,4368006,RUA DOUTOR DJALMA PINHEIRO FRA
313,4368010,RUA MANUEL QUEIROZ
313,4368020,RUA JOSEPHINA MARTINELLI DA SI
313,4368030,RUA ANTÔNIO DA COSTA PIMENTEL
313,4368040,RUA ANTÔNIO PAGANO
313,4368050,RUA JOÃO NOEL VON SONNLEITHNER
313,4368060,RUA MARIA CUOFONO SALZANO
313,4368070,RUA LUÍS GONZAGA BICUDO
313,4368080,RUA MARIANA CALACHE
313,4368090,RUA JOÃO ELIAS CALACHE
313,4368110,RUA DO ARCIPRESTE
313,4368115,RUA PALÁCIOS
313,4368120,RUA GUILHERME GAMA
313,4368130,RUA PEDRO DE SEVILHA
313,4368140,RUA EURÍPEDES BARSANULFO
310,4370105,RUA ALBA
312,4381000,AVENIDA VEREADOR JOÃO DE LUCA
312,4381001,AVENIDA VEREADOR JOÃO DE LUCA
314,4382020,RUA JOSÉ VIEIRA NETTO LEME
314,4382025,RUA MARIA JUSTINA DA SILVA
314,4382030,RUA FREAMUNDE
314,4382035,AVENIDA AMÉRICA
314,4382038,RUA ALBA
314,4382045,TRAVESSA OCTÁVIO DE ABREU SAMP
314,4382050,RUA DAS AMEIXEIRAS
314,4382060,TRAVESSA ANDRÉ SERZANO
314,4382070,RUA ALTO DO BONFIM
314,4382080,RUA JABOTI
314,4382090,TRAVESSA PROFESSOR JOÃO MARQUE
314,4382100,TRAVESSA ARAGONITA
314,4382110,RUA DOMINGOS SPLENDORIO
314,4382115,TRAVESSA DA USINA
314,4382120,RUA CÉU TROPICAL
314,4382130,RUA COSTA GOMES
314,4382140,RUA SUMAIA GEBARA FARAH
314,4382150,TRAVESSA DONA SALMA
314,4382160,RUA SANTA MATILDE
314,4382170,TRAVESSA SOLANO
314,4382180,RUA JARBAS LUCIANO ROSA
314,4382190,RUA AMORIM
314,4382200,RUA AGOSTINHO DELGADO
313,4383000,RUA SANTO AGNELO
314,4383010,RUA COMENDADOR ALFAIA RODRIGUE
314,4383030,RUA EFIGÊNIO DE SALLES
314,4383035,TRAVESSA ESMALITA
314,4383037,RUA ANTÔNIO ALVES TEIXEIRA
314,4383050,RUA ADELINO DA FONTOURA
314,4383070,RUA ANTÔNIO COVELLO
314,4383075,RUA SAMUEL PALMER
314,4383080,RUA BATISTA DE MELO
314,4383110,RUA MAFALDA ROCHA
314,4383113,RUA SANTOS FIGUEIREDO
314,4383115,RUA IRMÃ MARIA RUMAN
314,4383120,RUA DESEMBARGADOR ALBERTO GARC
314,4383140,TRAVESSA ANDRÉAS DUEBEN
314,4383145,RUA TERRAS DE CAMBRA
314,4384000,RUA VIRGÍLIO DE LEMOS
314,4384010,RUA HILÁRIO GOUVEIA
314,4384032,RUA CONDE MOREIRA LIMA
314,4384034,RUA CONDE MOREIRA LIMA
314,4384040,RUA JOSÉ LEITE DE SOUZA
314,4384050,RUA PADRE GABRIEL GONÇALVES
314,4384060,RUA ARTUR LOBO
314,4384070,RUA PROFESSOR AZEVEDO ANTUNES
314,4384080,RUA ALOPATAS
314,4384090,RUA JUAN DE LA CRUZ
313,4384110,RUA PETINGUARA
313,4384120,RUA TOMASINA
314,4384125,PRAÇA HAROLDO MONTAGNA
313,4384130,RUA VALANGO
85,4385010,RUA FREDERICO ALBUQUERQUE
85,4385020,RUA RANULFO PRATA
85,4385030,RUA VICTÓRIA SIMÕES
85,4385040,RUA VICENTE LEITE
85,4385050,RUA EDUARDO DE SÁ
85,4385060,RUA CÍCERO SATURNINO DE PINHO
85,4385070,RUA LEÔNIDAS VILHENA DE CARVAL
85,4385080,RUA MARGARIDA ZINGG
85,4385090,RUA VISCONDE DE SANTA ISABEL
85,4385100,RUA LUIZA FAVARO
85,4385105,RUA JAMES DEAN
85,4385110,RUA ANÁLIA MARIA DE JESUS
85,4385120,RUA MANUEL ALVES DE SIQUEIRA
85,4385130,RUA MANOEL SOARES DE OLIVEIRA
86,4386000,RUA HENRIQUE DA COSTA
86,4386010,RUA PAULO RODRIGUES DURÃO
86,4386020,RUA ANTÔNIO DE PINHO DE AZEVED
86,4386030,AVENIDA DURVAL PINTO FERREIRA
86,4386060,RUA MARIA VAZ DE CARVALHO
86,4386070,RUA SOARES PASSOS
86,4386080,TRAVESSA DOS ANDORINHÕES
86,4386100,RUA JOÃO DE LANA
86,4386110,RUA LUÍS CRULS
86,4386120,RUA PORTO CASTANHEIRO
87,4387002,AVENIDA RODRIGUES MONTEMOR
87,4387004,AVENIDA RODRIGUES MONTEMOR
87,4387010,RUA ANTÔNIO ROTUNDO
87,4387030,RUA SÉRGIO PEREIRA DA SILVA PO
87,4387035,RUA JOÃO SABETTA
87,4387040,RUA DAVID JORGE CURI
87,4387050,RUA ANTÔNIO DA SILVA LOBO JÚNI
87,4387060,RUA MANCENILHA
87,4387070,RUA AZENHA
87,4387080,RUA JOÃO BETHCEM MOREIRA FILHO
87,4387090,RUA VALE DO ALVA
87,4387100,RUA CHAMPOLLION
87,4387110,RUA DA PÁTRIA
87,4387120,RUA SANTA JOSEFINA
87,4387130,RUA JOAQUIM LOPES POUPINO
87,4387140,RUA BRÁS DE MELO MONIZ
87,4387150,RUA MANUEL MONTEIRO
87,4387170,RUA SANTO ESTEVAN
87,4387175,RUA DURVAL SILVA
87,4387177,TRAVESSA GALHEROS
87,4387180,RUA JOÃO GARCIA DUTRA
87,4387190,RUA MANUEL ALVES MESQUITA
87,4387200,RUA MATIAS PIRES
87,4387210,RUA JOSÉ POMPEU
87,4387220,RUA TEODORO CABRAL
87,4387230,RUA PROFESSOR NELSON DE SENNA
87,4387240,RUA CORONEL TEODORO FERREIRA
87,4387250,Rua Diogo Vasconcelos
87,4387260,RUA PROFESSOR WALDEMIRO POSTCH
87,4387270,RUA NESTOR DE CASTRO
87,4387295,RUA RODRIGO ESTEBAN
87,4387300,RUA ENGENHEIRO ARTUR ANTUNES M
87,4387320,RUA BAHAMAS
87,4387340,RUA FILIPE FOGAÇA DE OLIVEIRA
87,4387350,RUA FREI TIAGO DE CAVEDINI
9,4409000,RUA BERTA MORENA
9,4409010,RUA SALIM ABRAHÃO JABUR
9,4409020,RUA PASTOR RUBENS LOPES
9,4409022,TRAVESSA RIBEIRÃO PRETO
9,4409025,TRAVESSA PASTOR RUBENS LOPES
9,4409030,RUA PROFESSOR QUINTINO MINGÓIA
10,4409040,RUA MÁRIO FRUGIUELE
10,4409050,TRAVESSA SÃO PAULO DOS AGUDOS
9,4409060,RUA DOUTOR NESTOR SAMPAIO PENT
9,4409070,TRAVESSA RANCHO DAS FLORES
9,4409080,RUA DELFINO FACCHINA
9,4409085,TRAVESSA DELFINO FACCHINA
9,4409090,TRAVESSA FRANÇA
10,4409100,TRAVESSA TAIOVA
10,4410000,RUA VIRGÍLIO GONÇALVES LEITE
10,4410004,TRAVESSA VIRGÍLIO (PRIMEIRA)
10,4410005,TRAVESSA CACAU AZUL
10,4410006,TRAVESSA VIRGÍLIO (SEGUNDA)
10,4410010,RUA PROFESSOR DINO FAUSTO FONT
10,4410020,TRAVESSA ALBERTO RISTORI
10,4410030,RUA HILDEBRANDO FRANK
10,4410040,RUA FERRÚCIO SANDOLI
10,4410045,VIA DE PEDESTRE AFONSO BUONOMO
10,4410046,TRAVESSA FERRÚCIO
10,4410050,TRAVESSA WASHINGTON LUIS
10,4410060,RUA ÂNGELO DEDIVITIS
10,4410070,TRAVESSA SONETO DO PÁSSARO
10,4410080,RUA COMENDADOR ARTUR CAPODAGLI
10,4410085,TRAVESSA CANTO JUBILAR
10,4410090,TRAVESSA ROMANCINHO
10,4410100,TRAVESSA PARTICULAR ALICE FORT
10,4410110,RUA DOUTOR RAFAEL PARISI
10,4410115,TRAVESSA DOUTOR RAFAEL PARISI
10,4410120,TRAVESSA FÁBIO CARVALHO DA SIL
10,4410130,RUA FRANCESCO PRATELLA
10,4410140,RUA LIBERALINA
10,4410150,RUA MAX ALVARY
10,4410160,TRAVESSA RECADO
10,4410165,TRAVESSA JAÚ
10,4410170,TRAVESSA ALFONSO LENG
10,4410175,TRAVESSA SÃO MANOEL
10,4410180,TRAVESSA CANTO GREGORIANO
11,4411000,RUA SÃO JOÃO DA BOA VISTA
11,4411010,TRAVESSA SONHO DO ASTRÓLOGO
11,4411020,RUA EDITH MASON
11,4411030,RUA GIOVANNI MÁRIO
11,4411033,TRAVESSA GIOVANNI MARIO
11,4411035,TRAVESSA MATEUS BABINI
11,4411040,TRAVESSA RIQUEZAS NATURAIS
11,4411050,RUA THOMÁS MORLEY
11,4411060,RUA DOUTOR MULQUEM
11,4411070,RUA MC CONNEL
11,4411075,TRAVESSA MC CONNEL
11,4411080,RUA ADOLFO ADAM
11,4411090,RUA GINO MARINUZZI
11,4411100,RUA MARIA GAY
11,4411110,RUA EDOARDO MASCHERONI
11,4411120,RUA SANTA CRUZ DO RIO PARDO
11,4411130,TRAVESSA SONHO DO SOL
11,4411140,RUA MARGUERITA ALVAREZ
11,4411150,TRAVESSA PENÁPOLIS
11,4411160,RUA JOAQUIM THEODORO TIVO
11,4411170,RUA OLEODUTO
11,4411180,RUA ELIZABETH LINLEY
11,4411190,RUA GIÚLIO NERI
11,4411195,TRAVESSA AQUILES LORIA
11,4411200,TRAVESSA RIMANCETE
11,4411210,TRAVESSA RECORDAÇÕES DE TRAMAT
11,4411220,RUA RUBENS LUCCATS
11,4411225,TRAVESSA SANTA BÁRBARA
11,4411230,TRAVESSA HAROLDO BARBOSA
21,4421000,RUA OLDEGARD OLSEN SAPUCAIA
21,4421010,RUA VICTÓRIO DE PAIVA
21,4421020,RUA MARIA BALADES CORREA
21,4421040,RUA ALCIDES ARGUEDAS
21,4421050,RUA PROFESSOR FREITAS JULIÃO
21,4421060,RUA CAPITÃO JOHN CORDEIRO E SI
21,4421070,RUA PASQUAL VALVA
21,4421075,PRAÇA HERCULANA RIBEIRA DA SIL
21,4421080,RUA MARIA HELENA BARBOSA MARTI
21,4421090,RUA DÉCIO DE QUEIROZ TELLES
21,4421100,RUA HERBERT MAYA DE VASCONCELL
21,4421110,RUA OSWALDO CARVALHO PINTO
21,4421120,RUA ANA LOPES CINTRA
21,4421130,RUA OLEGÁRIO PAIVA
21,4421140,RUA ADA
21,4421150,RUA PASCHOAL GRIECO
21,4421160,RUA JOSÉ MARIA HOMEM DE MONTES
21,4421170,RUA AMÁLIA
21,4421180,AVENIDA FRANCESCO MARIA MELANI
21,4421190,RUA ANTONIETA
21,4421195,VIELA SANTA CATARINA
21,4421200,RUA ELISABETE
21,4421210,RUA ANTÔNIO DO AMOR DIVINO
21,4421220,RUA MARIA TERESA
21,4421225,VIELA C
21,4421230,RUA BELA CINTRA
21,4421233,R CHICO MENDES
21,4421235,RUA JOCIMAR SILVEIRA
21,4421236,R BELA VISTA
21,4421240,RUA BOA ESPERANÇA
21,4421245,VIELA ANTONIO SENA
25,4425000,RUA GUAICURI
25,4425005,ESTRADA DO BOM RETIRO
25,4425010,RUA ESTRELA SOLITÁRIA
25,4425015,RUA ÁTILA GIRARD
25,4425020,RUA NAVIO PERDIDO
25,4425025,RUA DA ASSEMBLÉIA
25,4425030,RUA CANTO DO BRASILEIRO
25,4425035,RUA DO CAMPO
25,4425040,RUA SONETO SIMPLES
25,4425050,RUA GISELE
25,4425060,RUA AURORA LIVIDA
25,4425070,RUA LADAINHA DO MAR
25,4425080,RUA MAR DESCONHECIDO
25,4425090,AVENIDA DOUTOR MASSAU
25,4425095,VIELA SETE
25,4425100,RUA LÍRIOS ROXOS
25,4425110,RUA BABILÔNIA
25,4425120,RUA NANCY LARSEN
25,4425125,RUA LÍVIO AMATO
26,4426000,AVENIDA SANTO AFONSO
26,4426010,RUA GIUSEPPE BOSCHI
26,4426015,TRAVESSA BOA ESPERANÇA
26,4426020,TRAVESSA BAURU
26,4426030,TRAVESSA SONETO À LUA
26,4426040,RUA ZAVUVUS
26,4426050,RUA FRANCO CAPUANA
26,4426060,RUA PAMPILHO
26,4426070,RUA BRÍGIDA BANTI
26,4426080,RUA CORONEL ISAÍAS
26,4426085,TRAVESSA CORONEL ISAÍAS
26,4426090,RUA SANTA JULIETA
26,4426100,RUA MIMI
27,4427000,RUA DESEMBARGADOR OLAVO FERREI
27,4427005,TRAVESSA MILENIO
27,4427010,TRAVESSA TARDE NO RECIFE
27,4427015,TRAVESSA ITAIPÉ
27,4427020,RUA CARLOS FACCHINA
27,4427021,TRAVESSA LUCIANA
27,4427022,TRAVESSA JUPI
27,4427023,TRAVESSA CARLOS FACCHINA
27,4427025,TRAVESSA BARÃO DE MONDIM
27,4427030,RUA DOMENICO ANÍBAL
27,4427040,TRAVESSA ELEGIA DE VERÃO
27,4427050,RUA TUFI MATTAR
27,4427055,TRAVESSA ANJO DE NATAL
27,4427060,TRAVESSA POETA APRENDIZ
27,4427070,RUA GIÁCOMO LAURI-VOLPI
28,4428000,Avenida Yervant Kissajikian
28,4428010,Avenida Yervant Kissajikian
28,4428020,RUA JOSÉ ALVES FIDALGO
28,4428030,RUA ANTÔNIO PEDROSO DE OLIVEIR
28,4428040,RUA CLEOFONTE CAMPANINI
28,4428050,TRAVESSA PRECE DO BRASILEIRO
28,4428060,RUA BRASIL
28,4428070,RUA AMERICANÓPOLIS
28,4428075,TRAVESSA PARAÍSO
28,4428080,TRAVESSA RENASCIMENTO
28,4428090,TRAVESSA FÉLIX FRIAS
28,4428100,TRAVESSA SONHADOR
28,4428110,RUA ERNESTO NICOLINI
28,4428115,TRAVESSA MENDES
28,4428130,RUA GALIANO MASINI
28,4428140,RUA SANTO TOGNOLI
28,4428150,RUA PONTEIOS
28,4428160,RUA CARLOTTA MARCHISIO
28,4428170,TRAVESSA MIUTA MANGUEIRA PEREI
28,4428180,RUA ÁRVORE-DE-BÁLSAMO
29,4429000,RUA O ESTADO DE SÃO PAULO
29,4429002,TRAVESSA ÚLTIMA HORA
29,4429003,TRAVESSA SANTO ANTONINO
29,4429005,TRAVESSA SÃO MARCOS EVANGELIST
29,4429010,RUA ESTANISLAU MONIUSKO
29,4429020,RUA PICOLO
29,4429030,RUA FANFULA
29,4429033,TRAVESSA DOUTOR ÂNGELO ROSELLI
29,4429035,TRAVESSA PRESIDENTE ISAÍAS MED
29,4429040,TRAVESSA WILLIAN BELL
29,4429050,RUA VITTÓRIO GUI
29,4429060,RUA ESTAMPA ESPORTIVA
29,4429065,TRAVESSA PRIMEIRA ESTAMPA ESPO
29,4429070,RUA SUSANA ADAMS
29,4429080,TRAVESSA MARIA DE LOURDES BORG
29,4429090,TRAVESSA MANUEL PALAU
29,4429100,TRAVESSA AFONSO LEROY
29,4429110,TRAVESSA PARTICULAR ESTAMPA ES
29,4429120,TRAVESSA MARCO CAVAZZONI
29,4429130,RUA FOLHA DA NOITE
29,4429135,TRAVESSA FOLHA DA NOITE
29,4429140,RUA DO JORNAL DO COMÉRCIO
29,4429150,RUA CORREIO PAULISTANO
29,4429160,RUA CLARA DUX
29,4429170,TRAVESSA ANTÔNIO TRÓLIO
29,4429180,TRAVESSA JOSÉ RAVELO
29,4429190,RUA EIDÉ MORENA
29,4429200,RUA PROFESSOR JOÃO DE AGUIAR P
29,4429205,TRAVESSA BOLÍVIA
29,4429210,RUA JEAN GABRIEL VILLIN
29,4429220,RUA RODOLPHO BRANDÃO
29,4429225,TRAVESSA RODOLPHO BRANDÃO
29,4429230,RUA PROFESSORA IOLE MARIA CARM
29,4429240,RUA PATAGÔNIA
29,4429250,RUA EMIL ABRANY
29,4429260,RUA GIUSEPPE ANSELMI
29,4429265,TRAVESSA GERALDÃO
29,4429270,RUA GERTRUDE KAPPEL
29,4429280,RUA CLÁUDIA MUZIO
29,4429290,RUA BLANCHE MARCHESI
29,4429300,RUA DOUTOR NICOLINO FALCI
29,4429310,PASSAGEM MATÃO
29,4429320,TRAVESSA FANFULA
30,4430000,RUA BEM-AVENTURADO TEÓFANO VEN
30,4430010,RUA RAINHA DAS MISSÕES
30,4430020,RUA LUCIANO MURATORE
