DISTRITO,CEP,LOGRADOURO
30,4430030,RUA BEM-AVENTURADO ALBERICO CR
30,4430040,RUA PIETRO MONGINI
30,4430050,RUA MADRE GIUSEPPINA DONES
30,4430055,RUA JUDITE MENZIONE
30,4430060,RUA ANDRÉ MESSAGER
30,4430065,TRAVESSA ANDRÉ MESSAGER
30,4430070,AVENIDA BENTO XV
30,4430080,RUA SUARELLA
30,4430090,RUA ÂNGELO REMAZZOTTI
30,4430092,TRAVESSA ÂNGELO REMAZZOTTI
30,4430095,TRAVESSA OITO DE JULHO
30,4430097,TRAVESSA ALDEINHA
30,4430100,RUA JANE OSBORN
30,4430110,RUA ALEXANDRE KIPNIS
30,4430112,VIELA AQUINO
30,4430115,TRAVESSA KIPNIS
30,4430120,RUA CARLO ERB
30,4430130,RUA PAPA GREGÓRIO MAGNO
30,4430132,VIELA CINCO (VILA MISSIONÁRIA)
30,4430135,TRAVESSA PAPA GREGÓRIO MAGNO
30,4430140,RUA MARIA LAUREANA DE ASSIS
30,4430150,AVENIDA PIO XI
30,4430155,VIELA TRES (VILA MISSIONÁRIA)
30,4430160,RUA DA AREIA
30,4430161,RUA DEPUTADO GILBERTO CHAVES
30,4430162,R SANTIAGO ARAUJO
30,4430163,RUA DAS PEDRAS
30,4430164,TRAVESSA VITÓRIA
30,4430165,RUA NELSON TIGRÃO
30,4430170,RUA DORIVAL FERRAZ DA SILVA
30,4430180,RUA FREI FRANCISCO FERREIRA
30,4430190,RUA DOM JOÃO DOS SANTOS
30,4430200,RUA PADRE ASCENSO GAGO
30,4430210,RUA PADRE ANDRÉ DE ALMEIDA
30,4430220,RUA PADRE FAUSTINO CONSONI
30,4430230,RUA PADRE MARIANO RINALDI
30,4430235,TRAVESSA MARIANO RINALDI
30,4430240,RUA FREI LOURENÇO DE ALCÂNTARA
30,4430250,RUA PADRE NATAL PIGATO
30,4430260,RUA PADRE LUÍS VILARES
30,4430270,RUA DOM ROMUALDO COELHO
30,4430275,PRAÇA ANTÔNIO VIANA MENEZES
30,4430280,RUA FREI CRISTÓVÃO DE LISBOA
30,4430290,RUA PADRE ESTEVÃO MARIA
30,4430300,RUA DOM FREDERICO COSTA
30,4430310,RUA PADRE NICOLINO SOUSA
30,4430320,RUA DOM LOURENÇO MARIA BALCONI
30,4430330,RUA PADRE FRANCISCO CORDEIRO
30,4430340,RUA PADRE AUGUSTO LOMBARDI
30,4430345,TRAVESSA LUIS CLÍVIS DE CARVAL
30,4430350,RUA MONSENHOR JOSÉ MARINONI
30,4430355,TRAVESSA PARTICULAR (VILA MISS
30,4430360,RUA LUÍSA MILLER
30,4430370,RUA WALDEMAR DA COSTA
30,4430380,RUA ROMUALDO MAURO
30,4430385,TRAVESSA ROMUALDO MAURO
30,4430390,RUA LUCIANO CONTI
30,4430400,RUA SÃO JOÃO DE BRITO
30,4430410,RUA SÃO FRANCISCO DE PAULA
31,4431000,RUA MARIA CLOTILDE MARTINS ROC
31,4431001,TRAVESSA JOÃO SOARES DE SOUZA
31,4431010,PRAÇA JOHN FORSELL
31,4431020,RUA ALEIXO GARCEZ DA CUNHA
31,4431030,RUA CAETANO SOARES VIANA
31,4431040,RUA GUILHERME JOSÉ PEREIRA
31,4431050,RUA PEDRO MATHIAS SIGAR
31,4431060,RUA SALVADOR OLIVEIRA PAES
31,4431070,RUA JOSÉ DE MATTOS
31,4431080,RUA LOURENÇO SIQUEIRA PRETO
31,4431090,RUA MANUEL RODRIGUES MEXELHÃO
31,4431091,TRAVESSA WILSON MARINHO DOS SA
31,4431100,RUA JOSÉ FRANK
31,4431110,RUA MARIA DOLORES FERREIRA DE
31,4431120,RUA MANUEL DA COSTA CABRAL
31,4431130,RUA INÁCIO DE BULHÕES
31,4431140,RUA ALICE DOS SANTOS PEIXE
31,4431150,RUA GREGÓRIO FAGUNDES
31,4431160,RUA PEDRO FERNANDES ARAGÃO
31,4431170,RUA GABRIELA BESANZONI-LAGE
32,4432000,AVENIDA EDUARDO PEREIRA RAMOS
32,4432010,RUA CONSTÂNCIO JOSÉ SOARES
32,4432020,RUA PROFESSOR CARLOS DECOURT
32,4432022,TRAVESSA VICENTE
32,4432025,TRAVESSA TEODOMIRO
32,4432027,TRAVESSA ELIAS
32,4432030,RUA DINA DE AZEVEDO ALVIM
32,4432040,RUA MONSENHOR MAGGI
32,4432050,RUA ALARICO RIBEIRO
32,4432060,RUA PROFESSOR ANÍBAL MASCARENH
32,4432070,RUA QUATORZE DE ABRIL
32,4432080,RUA REVERENDO DAILY RESENDE FR
32,4432090,RUA GRACHO CARDOSO
32,4432100,RUA DOUTOR JOSÉ VIRGÍLIO VITA
32,4432110,RUA GEORGE BERNANOS
32,4432115,TRAVESSA MARIA DA CONCEIÇÃO
32,4432117,TRAVESSA CAMPANÁRIO
32,4432120,RUA BASTOS TIGRE
32,4432130,RUA DELFIM DA COSTA RIBEIRO
32,4432140,RUA CÉSAR COSTA
32,4432150,RUA PADRE JOSÉ GIANNELLA
32,4432160,RUA MARIANA BRANT
32,4432170,RUA PEIXOTO MELO FILHO
32,4432180,RUA ANTÔNIO PEDRO TEIXEIRA
32,4432190,RUA PROFESSOR AZAMBUJA SUZANO
33,4433010,RUA PEDRO NOGUEIRA DE PAZES
33,4433020,RUA GLYCÉRIO ALMEIDA MACIEL
33,4433030,RUA MARILENA RIBEIRO DA SILVA
33,4433040,RUA RAFAEL PEIXE
33,4433050,RUA OSCAR DE BARROS
33,4433060,RUA PARTICULAR ELOS
33,4433070,RUA BENEDITO GOMES
33,4433080,RUA SABINA KALTER
33,4433090,RUA DINORA ARRUDA FRANCO
33,4433100,RUA JOSÉ ALVES NOGUEIRA
33,4433110,RUA EDUARDO FELLONE
33,4433120,RUA FLORESTAN
33,4433130,RUA BENJAMIN VIEIRA DA SILVA
33,4433140,RUA PIERRE BERTON
33,4433150,AVENIDA VINTE E SETE
33,4433160,RUA THOMÁS LINLEY
33,4433170,RUA RAUL LAPARRA
33,4433180,RUA HENRIQUE GUILHERME NICOLIN
33,4433185,TRAVESSA SÍLVIA
33,4433190,RUA JOSÉ SANTANA TEIXEIRA
33,4433200,RUA JOSÉ BASTOS NOGUEIRA
33,4433210,RUA SYLVIA DE MORAES BRANDÃO
33,4433220,RUA ELISIO MENDES GAIA
33,4433230,RUA ANTÔNIO BARACHO DOS SANTOS
33,4433240,RUA MÁRIO ÂNGELO CAPOCHI
33,4433250,RUA PEDRO GONÇALVES MEIRA
34,4434000,RUA SAMUEL ARNOLD
34,4434010,RUA SELMA KURTZ
34,4434015,TRAVESSA SELMA KURTZ
34,4434020,RUA MICHEL CARRE
34,4434030,RUA ISAÍAS
34,4434040,RUA MARIA LÚCIA DE TOLEDO LEIT
34,4434050,RUA SENADOR RUI CARNEIRO
34,4434060,RUA JURIMANÁS
34,4434070,RUA SATURNINO DE BRITO FILHO
34,4434080,RUA EDUARDO KAISER
34,4434090,AVENIDA LUIGI ARDITI
34,4434100,RUA SENADOR PAULO GUERRA
34,4434110,RUA ARMANDO GONZAGA
34,4434120,RUA ELISEU BORGES
34,4434130,RUA NICOLAU ISNARDO
34,4434140,RUA MANFREDO
34,4434150,RUA GERMANO GOTTSFRITZ
34,4434170,RUA ROSE CARON
34,4434180,RUA PADRE ALBERTO ROCCO
34,4434190,RUA HENRI BERTON
34,4434200,RUA JOANA GADSKY
34,4434210,RUA MADALENA ALLEGRANTI
34,4434220,RUA DIONÍSIO LAVRANGA
34,4434224,TRAVESSA SÃO SEBASTIÃO
34,4434226,TRAVESSA PIAUÍ
34,4434230,RUA VICENTE BETTONI
34,4434240,RUA EMI DESTIN
34,4434250,RUA ANDRÉ ARKOR
34,4434260,RUA VITO FRAZZI
34,4434270,RUA FRANZ ERKEL
34,4434280,RUA JENNY LIND
34,4434290,RUA ÍTALO MONTEMEZZI
34,4434300,RUA ERNESTINA TERRACIANO SIEBE
34,4434310,R MARGINAL
36,4436000,AVENIDA JOÃO BATISTA DI VITORI
36,4436010,RUA INÁCIO XAVIER
36,4436020,RUA MIGUEL RIBEIRO
36,4436040,RUA PLÁCIDO NUNES VIEIRA
36,4436050,RUA DIOGO RAMIRES
36,4436060,RUA GREGÓRIO DE MORAIS REGO
36,4436070,RUA AMARO DA ROCHA
36,4436080,RUA PEDRO RENDON
36,4436090,RUA DIOGO VIDIGAL
36,4436100,RUA ALEIXO LEME DOS REIS
36,4436110,RUA CRISTÓVÃO LINS DE VASCONCE
37,4437000,AVENIDA JOÃO PEIXOTO VIEGAS
37,4437010,RUA ANTÔNIO ZOURO
37,4437020,AVENIDA NICOLAU RESENDE
37,4437030,RUA JOÃO DA ROCHA
37,4437040,PRAÇA JÚLIO DA COSTA LEAL
37,4437050,RUA MANUEL VAZ
37,4437060,RUA FRANCISCO RAMOS
37,4437070,AVENIDA ANTÔNIO GONÇALVES VIAN
37,4437080,RUA TOMÁS VILA REAL
37,4437090,RUA PASCOAL DA RIBEIRA
37,4437095,RUA ODETTE TOBIAS MARINO
37,4437100,RUA LOURENÇO RABELO
37,4437110,RUA JOÃO DOS SANTOS WERNECK
37,4437140,RUA DOMINGOS FURTADO VALADARES
37,4437150,RUA GASPAR COLAÇO VILELA
38,4438000,RUA DAVID EID
38,4438010,RUA LUÍS DA GAMA ROSA
38,4438020,RUA JOSEF GREGOR
38,4438030,RUA MATILDE DIEZ
38,4438040,RUA ANTÔNIO DA VEIGA
38,4438050,RUA JOSÉ PRADO
38,4438055,RUA JOÃO TIMÓTEO BURATO
38,4438060,RUA ROSA DE JESUS E SILVA
38,4438070,RUA CANUTO BORELLI
38,4438080,RUA FERDINANDO FRANTZ
38,4438090,RUA ERIBERTO BARROS CAJAZEIRAS
38,4438100,RUA DOUTOR EPAMINONDAS BARRA
38,4438110,RUA ANDRÉ DE ZUNEGA
38,4438120,RUA DIOGO BARBOSA REGO
38,4438130,RUA CALIL ABUTARA
38,4438140,ESTRADA DA SERVIDÃO
38,4438150,RUA SAVÉRIO MERCADANTE
38,4438160,RUA PACHECO MELO
38,4438170,RUA JAN LAMPE
38,4438180,RUA GIUSEPPE ADAMI
38,4438181,RUA FREVO
38,4438182,RUA INSPIRAÇÃO
38,4438190,RUA JÚLIO KAPP
38,4438200,RUA ALÉSSIO DE PAOLIS
38,4438210,RUA KAREL BURIAN
38,4438220,RUA DURVAL PEDROSO DA SILVA
38,4438230,RUA JOÃO VALENTIM DA CRUZ
38,4438240,RUA EMBAIXATRIZ DORA DE VASCON
38,4438250,RUA DOUTOR LAURO PARENTE
38,4438260,RUA NORBERTO MARTINS RIBEIRO
38,4438270,RUA MILTON DANIELS
38,4438280,RUA HERMENEGILDO MARTINI
38,4438290,RUA FERNANDO MELÃO MARTINI
39,4439000,AVENIDA MARGINAL
39,4439010,RUA DOMENICO FISCHIETTI
39,4439020,RUA ANGÉLICA CATALANI
39,4439030,RUA LEON CARVALHO
39,4439040,RUA AMEDEO BASSI
39,4439050,RUA DOUTOR NELSON MONTEIRO DE
39,4439070,RUA ENGENHEIRO JOÃO LANG
39,4439080,RUA JOSÉ MOREIRA DOS SANTOS
330,4444000,AVENIDA MIGUEL YUNES
330,4444000,AVENIDA MIGUEL YUNES
330,4444000,AVENIDA MIGUEL YUNES
330,4444000,AVENIDA MIGUEL YUNES
330,4444000,AVENIDA MIGUEL YUNES
330,4444000,AVENIDA MIGUEL YUNES
330,4444020,Rua Zacarias Daça
45,4445000,RUA JOSÉ PAULINO DE ARAÚJO
45,4445010,RUA JULIETA DE ARAÚJO ALMEIDA
45,4445020,RUA AFONSO ARAÚJO ALMEIDA
45,4445030,RUA JOSÉ MARIA DE ALMEIDA
45,4445040,RUA ITAPUÍ
45,4445050,RUA ALESSANDRO MANZONI
45,4445060,RUA ELYDIO RODRIGUES NUNES
45,4445070,RUA HERMINDA BRANCA DE BORBA
45,4445080,RUA DANIEL DEFOE
45,4445090,RUA FRANCISCO MADERO
45,4445100,RUA CLODOALDO DE BRITO
45,4445110,RUA GILSON AMADO
45,4445120,RUA VISCONDE DE ROBOREDO
45,4445130,ALAMEDA AFONSO BOCCHIGLIERI
45,4445140,RUA JOÃO FERREIRA DE ABREU
46,4446000,RUA TABARÉ
46,4446010,RUA OIRÁ
46,4446020,PRAÇA NOVA OLINDA
46,4446030,RUA ICAPARÁ
46,4446040,RUA MUSSUM
46,4446050,RUA ANHANGAÍ
46,4446060,AVENIDA ASSARÉ
46,4446070,RUA IMBU-GUAÇU
46,4446080,RUA CAJUBURA
46,4446090,RUA NUPUTIRA
46,4446100,RUA MOISÉS VALÉRIO FRANCO
46,4446120,RUA DO MEIRINHO
46,4446125,RUA JOSÉ DA FONSECA NADAES
46,4446127,RUA ESTER SALLES DE OLIVEIRA
46,4446130,RUA ARAPÉS
46,4446150,RUA OSCAR MIRANDA
46,4446160,RUA JUARI
46,4446170,RUA NHANDUTIBA
46,4446180,RUA CURIÁ
46,4446200,RUA FIRMINO RODRIGUES SILVA
46,4446210,PRAÇA PIERRE LOTI
46,4446220,RUA FREI PANTALEÃO DE AVEIRO
46,4446230,RUA JAIME RODRIGUES
46,4446240,RUA MISARELA DE AGUALVA
330,4447010,Av Nossa Senhora do Sabará
330,4447011,Av Nossa Senhora do Sabará
330,4447020,Av Nossa Senhora do Sabará
330,4447021,Av Nossa Senhora do Sabará
330,4447025,PASSAGEM BRENO CALDAS
330,4447027,RUA PROFESSOR ANÍSIO GONÇALVES
330,4447901,Av Nossa Senhora do Sabará
330,4447902,Avenida Nossa Senhora do Sabar
55,4455000,RUA ORLANDO PINTO RIBEIRO
55,4455010,RUA OTÁVIO ROCHA
55,4455020,RUA NUNO BORGES DO AMARAL
55,4455030,RUA MOACIR BONATTI
55,4455040,RUA ANTÔNIO ROSA MACHADO
55,4455050,RUA MANUEL PAULINO DAVID
55,4455060,RUA CENERINO BRANCO DE ARAÚJO
55,4455070,RUA CARLOS FALLETTI
55,4455080,PRAÇA CLÁUDIO MANOEL DE CASTRO
55,4455090,RUA BALTHAZAR FIGUEIREDO DE AL
55,4455100,TRAVESSA PARTICULAR SANTA FILO
55,4455110,RUA PIETRO LOTTI
55,4455120,PRAÇA ENGENHEIRO RAPHAEL JOSÉ
55,4455130,RUA JOÃO SCATAMACCHIA
55,4455140,RUA AFONSO MANDIA
55,4455150,RUA PAULO ADANÍSIO
55,4455160,RUA VITOR LAMPARELLI
55,4455170,RUA JOÃO FRANCISCO DE MOURA
55,4455180,RUA SARGENTO OLÍCIO ALVES
55,4455190,RUA DINO BORGIOLI
55,4455210,RUA JOANA CASTELLAN
55,4455220,RUA CÉSAR MARENGO
55,4455230,RUA BITUBA
55,4455240,RUA ERNESTO ROTHSCHILD
55,4455250,RUA JOÃO BRESSANE
55,4455260,RUA NONATO VIEIRA LIMA
55,4455280,RUA EUGÊNIO PORTAL
55,4455290,RUA PROFESSOR LEAL FERREIRA
55,4455300,RUA SATURNINO DE ALMEIDA NETO
55,4455305,TRAVESSA FERDINANDO VADERS
55,4455310,RUA ENGENHEIRO DOMÍCIO DE L. P
55,4455320,RUA CLARA SUITER
55,4455340,RUA JANUÁRIO DA ROCHA FRANCA
55,4455350,RUA LAURA DOS ANJOS RAMOS
55,4455360,RUA DOMINGAS GALLETERI BLOTTA
55,4455370,RUA OLGA MIL-HOMENS COSTA
55,4455380,RUA DOUTOR ALCIDES THOMAZ LAUR
55,4455390,RUA JOSÉ FUGULIN
55,4455400,RUA JOSÉ GUILHERME GUIMARÃES P
55,4455405,RUA FLÁVIO CASSIODORO
55,4455410,RUA CASA DE EMAÚS
56,4456000,RUA SÃO CONSTANTINO
56,4456010,RUA PROFESSOR AMADOR DE LIMA J
56,4456020,RUA SÃO ESTANISLAU
56,4456030,RUA SÃO FRANCISCO XAVIER
56,4456050,PRAÇA SANTA MÔNICA
56,4456070,RUA ANA MARGARIDA DAS DORES
56,4456080,RUA PROFESSOR AUGUSTO MONDIN
56,4456090,RUA ENGARDO GENGO
56,4456100,RUA CONDE LUIZ ZUNTA
56,4456110,RUA SÃO CANUTO
56,4456130,RUA MARFIM
56,4456135,RUA GALEANO FRIGO
56,4456137,TRAVESSA FIDELIDADE
56,4456139,RUA PASCOAIS
56,4456140,RUA PEDRO ELMANO
56,4456142,RUA SINVAL DE SOUZA LACERDA
56,4456160,RUA BORBA PEREIRA
56,4456170,RUA JANE AUSTEN
56,4456172,RUA SÃO JOÃO DA MADEIRA
56,4456175,RUA LUÍSA BOCCHIGLIERI XIMENES
56,4456180,RUA MATILDE DE OLIVEIRA SIMONI
56,4456190,RUA CARUTAPERA
56,4456200,RUA FRANCISCO DE ASSIS ARAÚJO
56,4456202,RUA JOAQUIM PEDRO GETÚLIO
56,4456205,RUA JOAQUIM NEVES MONTEIRO
56,4456210,RUA CORONEL RICIOTI ALEGRETI
57,4457000,RUA ORESTES BARBOSA
57,4457010,RUA CÂNDIDO DE SOUSA PITANGA
57,4457020,RUA JOÃO BATISTA DA SILVEIRA
57,4457030,RUA HAFIZ
57,4457040,RUA LAURINDO DE AZEVEDO MARQUE
57,4457060,RUA JOÃO ALBERTO SALES
57,4457070,RUA ÂNGELO SANGIRARDI
57,4457080,RUA JOSÉ MARIA DE ABREU
57,4457090,RUA MARINO PINTO
57,4457100,RUA RAFAEL CORREIA SAMPAIO
57,4457110,RUA JOSÉ DE ATAÍDE MARCONDES
57,4457120,RUA LUÍS BUENO DE MIRANDA
57,4457130,RUA ARLINDO ALBERTO
57,4457140,RUA CONSTANTINO SERGIO
57,4457150,RUA CALIDASSA
57,4457160,RUA SANTOS NETO
58,4458000,RUA ZIKE TUMA
58,4458005,RUA ANA MARIA
58,4458010,AVENIDA MARGINAL
58,4458020,RUA DÉLIO JARDIM DE MATOS
58,4458025,RUA COLASTINE
58,4458030,AVENIDA DILERMANDO REIS
58,4458040,RUA ALFREDO PACÍFICO BELLAGAMB
58,4458050,RUA ANTÔNIO FERNANDES DE OLIVE
58,4458060,RUA JOÃO GARIBALDI DOS SANTOS
58,4458070,RUA HENRIQUE NICOLA VINET
58,4458080,RUA METROPOLITANA
58,4458090,RUA FRANCISCO IANNI
58,4458100,RUA GUADALQUIVIR
58,4458110,RUA JOÃO CÂNDIDO
58,4458120,PRAÇA ATHAYDE FERREIRA DA COST
58,4458140,RUA PEDRO GERMI
58,4458145,RUA PINHAL DE PORTOMAR
58,4458150,RUA MARISA PRADO
58,4458160,RUA TELMA RITTER
58,4458170,RUA MÁRIO CASERINI
58,4458180,RUA BRUNO TAUT
59,4459000,RUA ANTÔNIO DO CAMPO
59,4459010,RUA INOCÊNCIO DE CAMARGO
59,4459015,Rua Brasil(Pedreira)
59,4459020,RUA GREGÓRIO FERREIRA
59,4459030,TRAVESSA MARIA PACHECO
59,4459050,RUA ILHA BELA
59,4459060,RUA CARLOS BIGNARDI
59,4459070,RUA CLÓVIS DE ANDRADE GUTSCHOW
59,4459080,RUA MANOEL MORAES DE SOUZA
59,4459090,RUA WERTHER FARINELLO
59,4459100,RUA LEÔNCIO RIBAS MARINHO
59,4459110,AVENIDA BATISTA MACIEL
59,4459120,RUA MIGUEL NUNES
59,4459130,RUA JOÃO DE MONTES
59,4459140,RUA SALVADOR DIAS
59,4459150,RUA MARCELINO TELES
59,4459160,RUA SOBRAL DO CAMPO
59,4459170,RUA DO MANDUCARI
59,4459180,RUA VALMIQUI
59,4459185,TRAVESSA ÂNGELO BERARDI
59,4459190,RUA BALTAZAR CARDENAS
59,4459200,RUA DOS ANDRADE
59,4459210,RUA JORGE LUÍS DOS SANTOS
59,4459220,RUA VITELMINA ARAÚJO SILVA
59,4459230,RUA CAMAIANI
59,4459240,RUA ALZIRA ALVES DOS SANTOS
59,4459250,RUA MARTA MAGDALENA
59,4459260,RUA MACARANAIMA
59,4459270,RUA JOÃO BARROSO
59,4459280,TRAVESSA JOÃO BARROSO
59,4459290,RUA MANUEL DE MACEDO
59,4459300,RUA ICAVETÁ
59,4459310,RUA BARRA GRANDE
59,4459320,RUA SANTA ÚRSULA
59,4459330,RUA AQUILES ESTAÇO
59,4459340,AVENIDA EMERICO RICHTER
59,4459350,RUA ARISTIDES NOGUEIRA
330,4460000,RUA DOUTOR JACQUES TUPINAMBÁ
330,4460010,RUA AGUIEIRA
330,4460020,RUA MARNEL
330,4460030,TRAVESSA ARNALDO BRAGANÇA
330,4460040,RUA QUINTA DE SANTA LUZIA
330,4461000,RUA CARIDA
330,4461010,RUA JÚNIA FERNANDES GOUVÊA
330,4461020,RUA JOSÉ BONAPARTE
330,4461025,RUA ÂNGELO PAULUCCI
330,4461030,RUA DOUTOR ÊNIO MONTE ALEGRE
330,4461050,RUA JOSÉ MARTINS COELHO
330,4461060,RUA JOAQUIM GONÇALVES DA SILVA
330,4461070,RUA ALBERTINA MALLAN ZAFFIA
330,4461090,RUA CAMILO LOPES DE SOUZA
330,4461100,RUA IGARÁ-PARANÁ
62,4462000,ESTRADA DO ALVARENGA - ATÉ 146
62,4462010,RUA SÍLVIA DE BARROS
62,4462020,RUA MARTINHO AFONSO
62,4462030,RUA TOBIAS DE BARROS
62,4462040,RUA MIGUEL MAURÍCIO RAMALHO
62,4462050,RUA NANQUIM
62,4462060,RUA GABRIEL BENEDITO DO LAGO
62,4462070,PRAÇA ALEXANDRE FRANCISCO REBO
62,4462080,RUA MARIA VIRGÍNIA ESTENSORO
62,4462090,RUA WILLIAM LINDSAY
62,4462095,TRAVESSA ADELIA VASCONCELLOS D
62,4462105,RUA CORONEL ANTÔNIO INOJOSA
62,4462110,RUA JOSÉ RIBEIRO DE ANDRADE
62,4462120,RUA BRIGADEIRO ELÓI PESSOA
62,4462130,PRAÇA PROFESSOR LUÍS CAPRIGLIO
62,4462140,RUA ENGENHEIRO FLÁVIO DA COSTA
62,4462150,RUA DOUTOR JUVENAL MEYER
63,4463000,RUA JACINTA GOMES
63,4463010,RUA CÓRREGO AZUL
63,4463020,RUA PADRE SIMÃO VASCONCELOS
63,4463030,RUA CONCEIÇÃO DA BOA VIAGEM
63,4463040,RUA TAPIRAPÉS
63,4463050,RUA MARIANA BORGES
63,4463060,RUA MATSUICHI WADA
63,4463070,RUA DOS TROPEIROS
63,4463080,RUA JOAQUIM DO LAGO
63,4463090,PRAÇA BRÁS TOSCANO DE MELO
63,4463110,RUA DO SOSSEGO
63,4463120,PRAÇA DO ACURI
64,4464000,RUA FRANCESCO BOROSINI
64,4464010,R GUERRINA FABRI
64,4464020,RUA FRANCISCO ENES
64,4464030,RUA FORTUNIO GALLO
64,4464040,RUA ÂNGELO MONTECILLI
64,4464050,RUA RODRIGUES DE MEDEIROS
64,4464060,PC ALFIO B COSTA
64,4464070,RUA PADRE SANTIAGO
64,4464080,RUA JOAQUIM BENTO DE SOUZA
64,4464090,RUA JAMIL JORGE DANIEL
64,4464100,RUA FRANCESCO BENUCCI
64,4464110,RUA MAFALDA FÁVERO
64,4464120,RUA ARNOLDO MATTERS
64,4464130,RUA GONÇALO CAMACHO
64,4464140,RUA CUSTÓDIO DE AGUIAR
64,4464150,RUA GIOVANNI MAIO
64,4464160,RUA AMADO ALONSO
64,4464170,PC VICENZO FEDERICI
64,4464180,RUA ANTÔNIO TEIXEIRA PINTO
64,4464190,RUA DO MAR PAULISTA
64,4464195,PC FERNANDO V DE A ALVES
64,4464200,RUA JACOPO NAPOLI
66,4466020,RUA MARIA ROSA DE JESUS
66,4466025,RUA JOSÉ VIEIRA MARTINS
66,4466030,RUA FELÍCIO ROSCITO
66,4466035,RUA LAKMÉ
66,4466040,RUA VICENTE DE PAULO DA SILVA
66,4466050,RUA RITA MATILDE COSTA
66,4466060,PC JULIO BENEDICT
66,4466070,RUA CATHARINA MARRONE
66,4466080,RUA LUCIANA BREVAL
66,4466090,AVENIDA AUGUSTO DE CASTRO
66,4466100,RUA BENTO JOSÉ DE MORAES
66,4466110,RUA JERÔNIMO JOSÉ DE ANDRADE
66,4466115,RUA OITO
66,4466120,RUA ANTÔNIO BENEDITO PALHARES
67,4467000,Estrada do Alvarenga
67,4467000,Estrada do Alvarenga
67,4467030,RUA PROFESSOR SALATIEL DE TOLE
67,4467035,RUA REGINA MINGOTI
67,4467040,RUA MADRE EUGENIE VILLIEN
